Id,UserId,IsFrozen
0Yw0N000005BeqjSAC,0050N000005xWeKQAU,TRUE
0Yw0N000005BeqoSAC,0050N000005xWePQAU,TRUE
0Yw0N000005BeqySAC,0050N000005xWeZQAU,TRUE
0Yw0N000005Ber8SAC,0050N000005xWejQAE,TRUE
0Yw0N000005BerDSAS,0050N000005xWeoQAE,TRUE
0Yw0N000005BerISAS,0050N000005xWetQAE,TRUE
0Yw0N000005BerXSAS,0050N000005xWf8QAE,TRUE
0Yw0N000005BevjSAC,0050N000005xWjUQAU,TRUE
0Yw0N000005BfHQSA0,0050N000005xX6OQAU,TRUE
0Yw0N000005BgFkSAK,0050N000005xY5gQAE,TRUE
0Yw0N000005BgusSAC,0050N000005xYobQAE,TRUE
0Yw0N000005BguxSAC,0050N000005xYogQAE,TRUE
0Yw0N000005Bgv2SAC,0050N000005xYolQAE,TRUE
0Yw0N000005Bgv7SAC,0050N000005xYoqQAE,TRUE
0Yw0N000005BgvHSAS,0050N000005xYp0QAE,TRUE
0Yw0N000005BgvMSAS,0050N000005xYp5QAE,TRUE
0Yw0N000005BgvRSAS,0050N000005xYpAQAU,TRUE
0Yw0N000005Bj38SAC,0050N000005xawrQAA,TRUE
0Yw0N000005BkvBSAS,0050N000005xcs3QAA,TRUE
0Yw0N000005CHQkSAO,0050N000007rf8KQAQ,TRUE
0Yw0N000005CHR9SAO,0050N000007rf8jQAA,TRUE
0Yw0N000005CHRYSA4,0050N000007rf98QAA,TRUE
0Yw0N000005CJK0SAO,0050N000007rh9vQAA,TRUE
0Yw0N000005CJPtSAO,0050N000007rhFoQAI,TRUE
0Yw0N000005CNiQSAW,0050N000007rld2QAA,TRUE
0Yw0N000005CNjnSAG,0050N000007rliXQAQ,TRUE
0Yw0N000005CNqySAG,0050N000007rlpnQAA,TRUE
0Yw0N000005CO0KSAW,0050N000007rlzYQAQ,TRUE
0Yw0N000005CSmXSAW,0050N000007rr81QAA,TRUE
0Yw0N000005CUZ1SAO,0050N000007rsvEQAQ,TRUE
0Yw0N0000062ZShSAM,0050N000007tcZpQAI,TRUE
0Yw0N0000062ZSmSAM,0050N000007tcZuQAI,TRUE
0Yw0N0000062ZSrSAM,0050N000007tcZzQAI,TRUE
0Yw0N0000062ZSwSAM,0050N000007tca4QAA,TRUE
0Yw0N0000062ZT1SAM,0050N000007tca9QAA,TRUE
0Yw0N0000062ZT6SAM,0050N000007tcaEQAQ,TRUE
0Yw0N0000062ZTBSA2,0050N000007tcaJQAQ,TRUE
0Yw0N0000062ZTGSA2,0050N000007tcaOQAQ,TRUE
0Yw0N0000062ZTLSA2,0050N000007tcaTQAQ,TRUE
0Yw0N0000062ZTQSA2,0050N000007tcaYQAQ,TRUE
0Yw0N0000062ZTVSA2,0050N000007tcadQAA,TRUE
0Yw0N0000062ZTaSAM,0050N000007tcaiQAA,TRUE
0Ywb0000000K56PCAS,005b0000000gAkfAAE,TRUE
0Ywb0000000K56QCAS,005b0000000gAkgAAE,TRUE
0Ywb0000000K56TCAS,005b0000000gAkjAAE,TRUE
